sin_cambio,urbanizacion,ganancia_veg,mean,count,sum,perdida_veg,5,4,zona,urbanizacion_pct,perdida_veg_pct,ganancia_veg_pct,urbanizacion_ha,perdida_veg_ha,ganancia_veg_ha
31,,,0.0,31,0.0,,,,13106081001002,,,,,,
34,2.0,,0.25,40,10.0,4.0,,,13106081005032,5.0,10.0,,0.02,0.04,
383,15.0,27.0,0.2706422018348624,436,118.0,11.0,,,13106011001001,3.4403669724770642,2.522935779816514,6.192660550458716,0.15,0.11,0.27
42,3.0,,0.06666666666666667,45,3.0,,,,13106101001021,6.666666666666667,,,0.03,,
20,1.0,,0.13636363636363635,22,3.0,1.0,,,13106081005028,4.545454545454546,4.545454545454546,,0.01,0.01,
15,1.0,1.0,0.3333333333333333,18,6.0,1.0,,,13106081005037,5.555555555555555,5.555555555555555,5.555555555555555,0.01,0.01,0.01
50,,,0.0392156862745098,51,2.0,1.0,,,13106101001005,,1.9607843137254901,,,0.01,
32,,,0.0,32,0.0,,,,13106081005038,,,,,,
61,4.0,2.0,0.22857142857142856,70,16.0,3.0,,,13106061002004,5.714285714285714,4.285714285714286,2.857142857142857,0.04,0.03,0.02
41,1.0,,0.11363636363636363,44,5.0,2.0,,,13106051001032,2.272727272727273,4.545454545454546,,0.01,0.02,
55,,1.0,0.1206896551724138,58,7.0,2.0,,,13106081005039,,3.4482758620689653,1.7241379310344827,,0.02,0.01
124,3.0,1.0,0.06201550387596899,129,8.0,1.0,,,13106081002013,2.3255813953488373,0.7751937984496124,0.7751937984496124,0.03,0.01,0.01
27,1.0,,0.4722222222222222,36,17.0,8.0,,,13106051001031,2.7777777777777777,22.22222222222222,,0.01,0.08,
36,,2.0,0.20512820512820512,39,8.0,1.0,,,13106081005034,,2.5641025641025643,5.128205128205129,,0.01,0.02
13,,,0.0,13,0.0,,,,13106051003002,,,,,,
12,,,0.0,12,0.0,,,,13106051003001,,,,,,
66,5.0,9.0,0.43902439024390244,82,36.0,2.0,,,13106061002003,6.097560975609756,2.4390243902439024,10.975609756097562,0.05,0.02,0.09
30,,,0.06451612903225806,31,2.0,1.0,,,13106081001003,,3.225806451612903,,,0.01,
70,,1.0,0.04225352112676056,71,3.0,,,,13106051001012,,,1.408450704225352,,,0.01
37,,,0.0,37,0.0,,,,13106101001022,,,,,,
42,1.0,1.0,0.09090909090909091,44,4.0,,,,13106101001024,2.272727272727273,,2.272727272727273,0.01,,0.01
347,32.0,5.0,0.2833333333333333,420,119.0,36.0,,,13106091002023,7.619047619047619,8.571428571428571,1.1904761904761905,0.32,0.36,0.05
46,1.0,3.0,0.2,50,10.0,,,,13106081005036,2.0,,6.0,0.01,,0.03
44,4.0,1.0,0.2830188679245283,53,15.0,4.0,,,13106101001008,7.547169811320755,7.547169811320755,1.8867924528301887,0.04,0.04,0.01
32,,2.0,0.22857142857142856,35,8.0,1.0,,,13106081005042,,2.857142857142857,5.714285714285714,,0.01,0.02
56,6.0,1.0,0.14285714285714285,63,9.0,,,,13106051003003,9.523809523809524,,1.5873015873015872,0.06,,0.01
58,2.0,,0.06557377049180328,61,4.0,1.0,,,13106091002015,3.278688524590164,1.639344262295082,,0.02,0.01,
53,2.0,,0.03636363636363636,55,2.0,,,,13106091002014,3.6363636363636362,,,0.02,,
55,4.0,4.0,0.25396825396825395,63,16.0,,,,13106061002002,6.349206349206349,,6.349206349206349,0.04,,0.04
112,2.0,,0.05172413793103448,116,6.0,2.0,,,13106051003004,1.7241379310344827,1.7241379310344827,,0.02,0.02,
78,7.0,2.0,0.19101123595505617,89,17.0,2.0,,,13106101001006,7.865168539325842,2.247191011235955,2.247191011235955,0.07,0.02,0.02
129,3.0,2.0,0.08148148148148149,135,11.0,1.0,,,13106101001023,2.2222222222222223,0.7407407407407407,1.4814814814814814,0.03,0.01,0.02
54,1.0,,0.01818181818181818,55,1.0,,,,13106091002013,1.8181818181818181,,,0.01,,
37,2.0,1.0,0.21428571428571427,42,9.0,2.0,,,13106101001019,4.761904761904762,4.761904761904762,2.380952380952381,0.02,0.02,0.01
51,4.0,,0.07272727272727272,55,4.0,,,,13106091001026,7.2727272727272725,,,0.04,,
32,,,0.0,32,0.0,,,,13106081001004,,,,,,
18,,,0.0,18,0.0,,,,13106051002004,,,,,,
151,6.0,6.0,0.1696969696969697,165,28.0,2.0,,,13106061002001,3.6363636363636362,1.2121212121212122,3.6363636363636362,0.06,0.02,0.06
46,8.0,2.0,0.2807017543859649,57,16.0,1.0,,,13106091001022,14.035087719298245,1.7543859649122806,3.508771929824561,0.08,0.01,0.02
22,,,0.08695652173913043,23,2.0,1.0,,,13106051002003,,4.3478260869565215,,,0.01,
48,3.0,,0.16666666666666666,54,9.0,3.0,,,13106091001021,5.555555555555555,5.555555555555555,,0.03,0.03,
29,,1.0,0.16129032258064516,31,5.0,1.0,,,13106051002002,,3.225806451612903,3.225806451612903,,0.01,0.01
44,4.0,,0.2641509433962264,53,14.0,5.0,,,13106091001018,7.547169811320755,9.433962264150944,,0.04,0.05,
59,1.0,,0.140625,64,9.0,4.0,,,13106091001017,1.5625,6.25,,0.01,0.04,
209,6.0,5.0,0.10407239819004525,221,23.0,1.0,,,13106011001005,2.7149321266968327,0.45248868778280543,2.262443438914027,0.06,0.01,0.05
18,,1.0,0.15789473684210525,19,3.0,,,,13106081005040,,,5.2631578947368425,,,0.01
107,3.0,3.0,0.2459016393442623,122,30.0,9.0,,,13106051003008,2.459016393442623,7.377049180327869,2.459016393442623,0.03,0.09,0.03
48,10.0,,0.2033898305084746,59,12.0,1.0,,,13106101001009,16.949152542372882,1.694915254237288,,0.1,0.01,
149,3.0,1.0,0.05194805194805195,154,8.0,1.0,,,13106011001004,1.948051948051948,0.6493506493506493,0.6493506493506493,0.03,0.01,0.01
25,,,0.14814814814814814,27,4.0,2.0,,,13106051003009,,7.407407407407407,,,0.02,
26,,3.0,0.3103448275862069,29,9.0,,,,13106051003010,,,10.344827586206897,,,0.03
152,,1.0,0.10625,160,17.0,7.0,,,13106011001003,,4.375,0.625,,0.07,0.01
33,,1.0,0.19444444444444445,36,7.0,2.0,,,13106081001005,,5.555555555555555,2.7777777777777777,,0.02,0.01
48,1.0,,0.02040816326530612,49,1.0,,,,13106101001018,2.0408163265306123,,,0.01,,
153,9.0,,0.06748466257668712,163,11.0,1.0,,,13106011001002,5.521472392638037,0.6134969325153374,,0.09,0.01,
40,4.0,,0.13333333333333333,45,6.0,1.0,,,13106081005043,8.88888888888889,2.2222222222222223,,0.04,0.01,
20,,1.0,0.14285714285714285,21,3.0,,,,13106051002005,,,4.761904761904762,,,0.01
80,,1.0,0.08433734939759036,83,7.0,2.0,,,13106051003005,,2.4096385542168677,1.2048192771084338,,0.02,0.01
142,11.0,5.0,0.3236994219653179,173,56.0,15.0,,,13106081005045,6.358381502890174,8.670520231213873,2.8901734104046244,0.11,0.15,0.05
28,,,0.0,28,0.0,,,,13106051002006,,,,,,
110,10.0,1.0,0.12295081967213115,122,15.0,1.0,,,13106051003007,8.19672131147541,0.819672131147541,0.819672131147541,0.1,0.01,0.01
26,9.0,,0.5476190476190477,42,23.0,7.0,,,13106051002007,21.428571428571427,16.666666666666668,,0.09,0.07,
2046,125.0,131.0,0.29109159347553326,2391,696.0,89.0,,,13106081003002,5.227938101212882,3.7222919280635716,5.4788791300711,1.25,0.89,1.31
78,,2.0,0.12195121951219512,82,10.0,2.0,,,13106081002012,,2.4390243902439024,2.4390243902439024,,0.02,0.02
41,,,0.0,41,0.0,,,,13106101001011,,,,,,
29,,7.0,0.5833333333333334,36,21.0,,,,13106081005044,,,19.444444444444443,,,0.07
104,3.0,9.0,0.25862068965517243,116,30.0,,,,13106081002011,2.586206896551724,,7.758620689655173,0.03,,0.09
41,,,0.0,41,0.0,,,,13106081001006,,,,,,
40,4.0,4.0,0.43137254901960786,51,22.0,3.0,,,13106101001012,7.8431372549019605,5.882352941176471,7.8431372549019605,0.04,0.03,0.04
55,2.0,,0.1016949152542373,59,6.0,2.0,,,13106101001017,3.389830508474576,3.389830508474576,,0.02,0.02,
24,,,0.15384615384615385,26,4.0,2.0,,,13106051003012,,7.6923076923076925,,,0.02,
23,,,0.08333333333333333,24,2.0,1.0,,,13106051003011,,4.166666666666667,,,0.01,
46,,,0.0,46,0.0,,,,13106101001016,,,,,,
61,,,0.0,61,0.0,,,,13106091002016,,,,,,
49,3.0,,0.16363636363636364,55,9.0,3.0,,,13106091002017,5.454545454545454,5.454545454545454,,0.03,0.03,
45,2.0,,0.0425531914893617,47,2.0,,,,13106081001007,4.25531914893617,,,0.02,,
52,2.0,,0.2033898305084746,59,12.0,5.0,,,13106091002018,3.389830508474576,8.474576271186441,,0.02,0.05,
60,,,0.0,60,0.0,,,,13106061002009,,,,,,
56,,1.0,0.05263157894736842,57,3.0,,,,13106061002008,,,1.7543859649122806,,,0.01
48,,,0.0,48,0.0,,,,13106061002005,,,,,,
43,2.0,,0.1276595744680851,47,6.0,2.0,,,13106101001015,4.25531914893617,4.25531914893617,,0.02,0.02,
47,2.0,,0.04081632653061224,49,2.0,,,,13106061002013,4.081632653061225,,,0.02,,
44,,,0.0,44,0.0,,,,13106061002016,,,,,,
78,,1.0,0.0379746835443038,79,3.0,,,,13106051003006,,,1.2658227848101267,,,0.01
98,3.0,4.0,0.17757009345794392,107,19.0,2.0,,,13106081005046,2.803738317757009,1.8691588785046729,3.7383177570093458,0.03,0.02,0.04
54,,,0.0,54,0.0,,,,13106091001030,,,,,,
55,,,0.03571428571428571,56,2.0,1.0,,,13106091001031,,1.7857142857142858,,,0.01,
21,2.0,,0.24,25,6.0,2.0,,,13106061002021,8.0,8.0,,0.02,0.02,
122,6.0,,0.0916030534351145,131,12.0,3.0,,,13106061002020,4.580152671755725,2.2900763358778624,,0.06,0.03,
44,,4.0,0.25,48,12.0,,,,13106061002017,,,8.333333333333334,,,0.04
46,1.0,,0.0625,48,3.0,1.0,,,13106101001014,2.0833333333333335,2.0833333333333335,,0.01,0.01,
58,5.0,,0.109375,64,7.0,1.0,,,13106091001032,7.8125,1.5625,,0.05,0.01,
275,44.0,41.0,0.5964467005076142,394,235.0,34.0,,,13106061001006,11.16751269035533,8.629441624365482,10.406091370558375,0.44,0.34,0.41000000000000003
21,,,0.32,25,8.0,4.0,,,13106051003013,,16.0,,,0.04,
30,,,0.06451612903225806,31,2.0,1.0,,,13106051003014,,3.225806451612903,,,0.01,
53,1.0,,0.018518518518518517,54,1.0,,,,13106081001008,1.8518518518518519,,,0.01,,
49,1.0,,0.16666666666666666,54,9.0,4.0,,,13106101001013,1.8518518518518519,7.407407407407407,,0.01,0.04,
18,5.0,,0.21739130434782608,23,5.0,,,,13106051002010,21.73913043478261,,,0.05,,
18,,,0.0,18,0.0,,,,13106051002011,,,,,,
29,4.0,,0.12121212121212122,33,4.0,,,,13106051002012,12.121212121212121,,,0.04,,
531,9.0,67.0,0.3832528180354267,621,238.0,14.0,,,13106081002004,1.4492753623188406,2.254428341384863,10.789049919484702,0.09,0.14,0.67
729,1.0,7.0,0.029850746268656716,737,22.0,,,,13106011001009,0.13568521031207598,,0.9497964721845319,0.01,,0.07
151,4.0,1.0,0.11728395061728394,162,19.0,6.0,,,13106081002005,2.4691358024691357,3.7037037037037037,0.6172839506172839,0.04,0.06,0.01
387,2.0,8.0,0.09900990099009901,404,40.0,7.0,,,13106011001010,0.49504950495049505,1.7326732673267327,1.9801980198019802,0.02,0.07,0.08
33,,,0.3076923076923077,39,12.0,6.0,,,13106081001010,,15.384615384615385,,,0.06,
451,7.0,34.0,0.3140655105973025,519,163.0,27.0,,,13106011001011,1.348747591522158,5.202312138728324,6.551059730250482,0.07,0.27,0.34
78,,,0.0,78,0.0,,,,13106051003023,,,,,,
38,2.0,,0.05,40,2.0,,,,13106081001009,5.0,,,0.02,,
267,9.0,6.0,0.10915492957746478,284,31.0,2.0,,,13106011001013,3.1690140845070425,0.704225352112676,2.112676056338028,0.09,0.02,0.06
