sin_cambio,urbanizacion,ganancia_veg,mean,count,sum,perdida_veg,5,4,zona,urbanizacion_pct,perdida_veg_pct,ganancia_veg_pct,urbanizacion_ha,perdida_veg_ha,ganancia_veg_ha
116,4.0,1.0,0.08943089430894309,123,11.0,2.0,,,13106051003022,3.252032520325203,1.6260162601626016,0.8130081300813008,0.04,0.02,0.01
231,2.0,,0.03389830508474576,236,8.0,3.0,,,13106011001014,0.847457627118644,1.271186440677966,,0.02,0.03,
245,5.0,1.0,0.04743083003952569,253,12.0,2.0,,,13106051003020,1.976284584980237,0.7905138339920948,0.3952569169960474,0.05,0.02,0.01
30,,1.0,0.0967741935483871,31,3.0,,,,13106051003015,,,3.225806451612903,,,0.01
191,1.0,,0.05583756345177665,197,11.0,5.0,,,13106011001017,0.5076142131979695,2.5380710659898478,,0.01,0.05,
46,1.0,2.0,0.14285714285714285,49,7.0,,,,13106081002010,2.0408163265306123,,4.081632653061225,0.01,,0.02
118,4.0,,0.08,125,10.0,3.0,,,13106091002022,3.2,2.4,,0.04,0.03,
33,1.0,,0.1388888888888889,36,5.0,2.0,,,13106051002014,2.7777777777777777,5.555555555555555,,0.01,0.02,
40,5.0,1.0,0.17391304347826086,46,8.0,,,,13106051002013,10.869565217391305,,2.1739130434782608,0.05,,0.01
50,3.0,,0.05660377358490566,53,3.0,,,,13106061002022,5.660377358490566,,,0.03,,
5,2.0,,1.0,12,12.0,5.0,,,13106061001010,16.666666666666668,41.666666666666664,,0.02,0.05,
46,1.0,,0.02127659574468085,47,1.0,,,,13106091002021,2.127659574468085,,,0.01,,
51,1.0,,0.09259259259259259,54,5.0,2.0,,,13106061002015,1.8518518518518519,3.7037037037037037,,0.01,0.02,
48,,,0.0,48,0.0,,,,13106061002014,,,,,,
64,,,0.0,64,0.0,,,,13106061002011,,,,,,
70,,1.0,0.04225352112676056,71,3.0,,,,13106061002010,,,1.408450704225352,,,0.01
51,,,0.0,51,0.0,,,,13106091002020,,,,,,
54,,,0.0,54,0.0,,,,13106061002007,,,,,,
48,,,0.08,50,4.0,2.0,,,13106061002006,,4.0,,,0.02,
52,2.0,,0.23333333333333334,60,14.0,6.0,,,13106091002019,3.3333333333333335,10.0,,0.02,0.06,
42,,,0.0,42,0.0,,,,13106081001011,,,,,,
364,5.0,47.0,0.39344262295081966,427,168.0,11.0,,,13106091001035,1.17096018735363,2.576112412177986,11.007025761124122,0.05,0.11,0.47000000000000003
16,,,0.4,20,8.0,4.0,,,13106051003017,,20.0,,,0.04,
22,,,0.16666666666666666,24,4.0,2.0,,,13106051003016,,8.333333333333334,,,0.02,
19,,,0.0,19,0.0,,,,13106061002018,,,,,,
19,,,0.0,19,0.0,,,,13106051002015,,,,,,
20,,,0.0,20,0.0,,,,13106051002016,,,,,,
43,,,0.0,43,0.0,,,,13106081002009,,,,,,
56,,,0.1016949152542373,59,6.0,3.0,,,13106091001034,,5.084745762711864,,,0.03,
22,4.0,,0.2857142857142857,28,8.0,2.0,,,13106051002017,14.285714285714286,7.142857142857143,,0.04,0.02,
61,3.0,,0.046875,64,3.0,,,,13106091001033,4.6875,,,0.03,,
54,2.0,1.0,0.21311475409836064,61,13.0,4.0,,,13106081001012,3.278688524590164,6.557377049180328,1.639344262295082,0.02,0.04,0.01
87,6.0,2.0,0.12631578947368421,95,12.0,,,,13106081002002,6.315789473684211,,2.1052631578947367,0.06,,0.02
73,1.0,3.0,0.12987012987012986,77,10.0,,,,13106051003024,1.2987012987012987,,3.896103896103896,0.01,,0.03
17,4.0,,0.19047619047619047,21,4.0,,,,13106061002019,19.047619047619047,,,0.04,,
26,,,0.0,26,0.0,,,,13106051003018,,,,,,
39,,,0.0,39,0.0,,,,13106081002008,,,,,,
74,28.0,1.0,0.5887096774193549,124,73.0,21.0,,,13106071001022,22.580645161290324,16.93548387096774,0.8064516129032258,0.28,0.21,0.01
30,,,0.0,30,0.0,,,,13106051003019,,,,,,
49,3.0,5.0,0.3157894736842105,57,18.0,,,,13106081003003,5.2631578947368425,,8.771929824561404,0.03,,0.05
44,,,0.0,44,0.0,,,,13106051002020,,,,,,
35,1.0,,0.225,40,9.0,4.0,,,13106081001013,2.5,10.0,,0.01,0.04,
21,,,0.09090909090909091,22,2.0,1.0,,,13106051002019,,4.545454545454546,,,0.01,
19,4.0,1.0,0.2916666666666667,24,7.0,,,,13106051002018,16.666666666666668,,4.166666666666667,0.04,,0.01
38,3.0,3.0,0.2727272727272727,44,12.0,,,,13106071001021,6.818181818181818,,6.818181818181818,0.03,,0.03
1265,45.0,214.0,0.47579083279535184,1549,737.0,25.0,,,13106081002003,2.905100064557779,1.6139444803098772,13.81536475145255,0.45,0.25,2.14
24,2.0,,0.07692307692307693,26,2.0,,,,13106081001014,7.6923076923076925,,,0.02,,
33,1.0,2.0,0.19444444444444445,36,7.0,,,,13106081002007,2.7777777777777777,,5.555555555555555,0.01,,0.02
28,,,0.06896551724137931,29,2.0,1.0,,,13106071001020,,3.4482758620689653,,,0.01,
84,3.0,6.0,0.22580645161290322,93,21.0,,,,13106061002023,3.225806451612903,,6.451612903225806,0.03,,0.06
71,1.0,4.0,0.19480519480519481,77,15.0,1.0,,,13106051003025,1.2987012987012987,1.2987012987012987,5.194805194805195,0.01,0.01,0.04
96,2.0,,0.11650485436893204,103,12.0,5.0,,,13106061002024,1.941747572815534,4.854368932038835,,0.02,0.05,
84,2.0,,0.0898876404494382,89,8.0,3.0,,,13106061002025,2.247191011235955,3.3707865168539324,,0.02,0.03,
78,2.0,,0.025,80,2.0,,,,13106061002026,2.5,,,0.02,,
46,,,0.08333333333333333,48,4.0,2.0,,,13106061002028,,4.166666666666667,,,0.02,
48,2.0,,0.1509433962264151,53,8.0,3.0,,,13106061002029,3.7735849056603774,5.660377358490566,,0.02,0.03,
39,,,0.0,39,0.0,,,,13106081001016,,,,,,
49,3.0,8.0,0.47540983606557374,61,29.0,1.0,,,13106061002032,4.918032786885246,1.639344262295082,13.114754098360656,0.03,0.01,0.08
58,3.0,6.0,0.31343283582089554,67,21.0,,,,13106061002033,4.477611940298507,,8.955223880597014,0.03,,0.06
59,6.0,,0.14925373134328357,67,10.0,2.0,,,13106051003021,8.955223880597014,2.985074626865672,,0.06,0.02,
55,1.0,4.0,0.21666666666666667,60,13.0,,,,13106061002036,1.6666666666666667,,6.666666666666667,0.01,,0.04
52,,,0.0,52,0.0,,,,13106061002037,,,,,,
183,15.0,7.0,0.18446601941747573,206,38.0,1.0,,,13106051002021,7.281553398058253,0.4854368932038835,3.3980582524271843,0.15,0.01,0.07
31,1.0,,0.03125,32,1.0,,,,13106081001015,3.125,,,0.01,,
57,,1.0,0.11666666666666667,60,7.0,2.0,,,13106071001019,,3.3333333333333335,1.6666666666666667,,0.02,0.01
35,,6.0,0.43902439024390244,41,18.0,,,,13106071001012,,,14.634146341463415,,,0.06
35,1.0,2.0,0.275,40,11.0,2.0,,,13106081002006,2.5,5.0,5.0,0.01,0.02,0.02
34,,3.0,0.2894736842105263,38,11.0,1.0,,,13106091001036,,2.6315789473684212,7.894736842105263,,0.01,0.03
111,2.0,1.0,0.043859649122807015,114,5.0,,,,13106011001015,1.7543859649122806,,0.8771929824561403,0.02,,0.01
49,,,0.0784313725490196,51,4.0,2.0,,,13106091001037,,3.9215686274509802,,,0.02,
125,1.0,2.0,0.0546875,128,7.0,,,,13106011001012,0.78125,,1.5625,0.01,,0.02
30,,1.0,0.15625,32,5.0,1.0,,,13106081001017,,3.125,3.125,,0.01,0.01
67,5.0,,0.12162162162162163,74,9.0,2.0,,,13106091001039,6.756756756756757,2.7027027027027026,,0.05,0.02,
50,1.0,4.0,0.2982456140350877,57,17.0,2.0,,,13106071001011,1.7543859649122806,3.508771929824561,7.017543859649122,0.01,0.02,0.04
40,1.0,,0.024390243902439025,41,1.0,,,,13106081001018,2.4390243902439024,,,0.01,,
25,,,0.07692307692307693,26,2.0,1.0,,,13106081003004,,3.8461538461538463,,,0.01,
52,,,0.0,52,0.0,,,,13106061001020,,,,,,
63,2.0,,0.14492753623188406,69,10.0,4.0,,,13106081001019,2.898550724637681,5.797101449275362,,0.02,0.04,
45,,,0.0,45,0.0,,,,13106061001021,,,,,,
50,3.0,,0.09259259259259259,54,5.0,1.0,,,13106071001018,5.555555555555555,1.8518518518518519,,0.03,0.01,
1386,158.0,69.0,0.5432790224032586,1964,1067.0,351.0,,,13106081004011,8.044806517311608,17.871690427698574,3.513238289205703,1.58,3.5100000000000002,0.6900000000000001
24,,,0.15384615384615385,26,4.0,2.0,,,13106081003005,,7.6923076923076925,,,0.02,
79,,2.0,0.07407407407407407,81,6.0,,,,13106041001005,,,2.4691358024691357,,,0.02
84,1.0,5.0,0.17777777777777778,90,16.0,,,,13106081003006,1.1111111111111112,,5.555555555555555,0.01,,0.05
118,3.0,,0.07258064516129033,124,9.0,3.0,,,13106071001010,2.4193548387096775,2.4193548387096775,,0.03,0.03,
48,,,0.0,48,0.0,,,,13106061001019,,,,,,
73,,3.0,0.11842105263157894,76,9.0,,,,13106041001004,,,3.9473684210526314,,,0.03
30,2.0,,0.17647058823529413,34,6.0,2.0,,,13106081001020,5.882352941176471,5.882352941176471,,0.02,0.02,
2352,147.0,288.0,0.46930560214693057,2981,1399.0,194.0,,,13106021001003,4.931231130493123,6.507883260650789,9.661187520966118,1.47,1.94,2.88
86,4.0,,0.08695652173913043,92,8.0,2.0,,,13106071001013,4.3478260869565215,2.1739130434782608,,0.04,0.02,
40,2.0,,0.21739130434782608,46,10.0,4.0,,,13106071001023,4.3478260869565215,8.695652173913043,,0.02,0.04,
41,4.0,,0.13043478260869565,46,6.0,1.0,,,13106071001017,8.695652173913043,2.1739130434782608,,0.04,0.01,
95,,2.0,0.08163265306122448,98,8.0,1.0,,,13106041001003,,1.0204081632653061,2.0408163265306123,,0.01,0.02
27,,,0.2,30,6.0,3.0,,,13106061002027,,10.0,,,0.03,
43,,,0.045454545454545456,44,2.0,1.0,,,13106061002031,,2.272727272727273,,,0.01,
42,,,0.09090909090909091,44,4.0,2.0,,,13106061002034,,4.545454545454546,,,0.02,
32,,,0.0,32,0.0,,,,13106061002035,,,,,,
31,,,0.0,31,0.0,,,,13106061002038,,,,,,
308,9.0,12.0,0.31129476584022037,363,113.0,34.0,,,13106021001002,2.479338842975207,9.366391184573002,3.3057851239669422,0.09,0.34,0.12
74,7.0,1.0,0.20930232558139536,86,18.0,4.0,,,13106061001024,8.13953488372093,4.651162790697675,1.1627906976744187,0.07,0.04,0.01
8,,2.0,0.6,10,6.0,,,,13106041001006,,,20.0,,,0.02
34,,,0.0,34,0.0,,,,13106041001007,,,,,,
74,3.0,,0.03896103896103896,77,3.0,,,,13106061001023,3.896103896103896,,,0.03,,
72,2.0,1.0,0.06666666666666667,75,5.0,,,,13106081003007,2.6666666666666665,,1.3333333333333333,0.02,,0.01
55,2.0,3.0,0.3230769230769231,65,21.0,5.0,,,13106041001008,3.076923076923077,7.6923076923076925,4.615384615384615,0.02,0.05,0.03
134,2.0,,0.014705882352941176,136,2.0,,,,13106081003015,1.4705882352941178,,,0.02,,
47,3.0,1.0,0.11764705882352941,51,6.0,,,,13106071001002,5.882352941176471,,1.9607843137254901,0.03,,0.01
64,,1.0,0.1323529411764706,68,9.0,3.0,,,13106041001009,,4.411764705882353,1.4705882352941178,,0.03,0.01
74,3.0,1.0,0.125,80,10.0,2.0,,,13106061001022,3.75,2.5,1.25,0.03,0.02,0.01
77,6.0,4.0,0.22727272727272727,88,20.0,1.0,,,13106041001002,6.818181818181818,1.1363636363636365,4.545454545454546,0.06,0.01,0.04
69,,1.0,0.04285714285714286,70,3.0,,,,13106081001021,,,1.4285714285714286,,,0.01
44,3.0,3.0,0.27450980392156865,51,14.0,1.0,,,13106071001024,5.882352941176471,1.9607843137254901,5.882352941176471,0.03,0.01,0.03
68,3.0,,0.04225352112676056,71,3.0,,,,13106071001016,4.225352112676056,,,0.03,,
76,,,0.14634146341463414,82,12.0,6.0,,,13106041001010,,7.317073170731708,,,0.06,
122,3.0,3.0,0.12307692307692308,130,16.0,2.0,,,13106071001014,2.3076923076923075,1.5384615384615385,2.3076923076923075,0.03,0.02,0.03
78,1.0,,0.012658227848101266,79,1.0,,,,13106041001011,1.2658227848101267,,,0.01,,
81,7.0,1.0,0.23157894736842105,95,22.0,6.0,,,13106041001001,7.368421052631579,6.315789473684211,1.0526315789473684,0.07,0.06,0.01
27,1.0,,0.03571428571428571,28,1.0,,,,13106071001001,3.5714285714285716,,,0.01,,
71,,,0.08108108108108109,74,6.0,3.0,,,13106041001014,,4.054054054054054,,,0.03,
111,4.0,,0.06837606837606838,117,8.0,2.0,,,13106081003016,3.4188034188034186,1.7094017094017093,,0.04,0.02,
86,4.0,1.0,0.07692307692307693,91,7.0,,,,13106061001025,4.395604395604396,,1.098901098901099,0.04,,0.01
61,,1.0,0.13846153846153847,65,9.0,3.0,,,13106041001015,,4.615384615384615,1.5384615384615385,,0.03,0.01
67,3.0,1.0,0.08450704225352113,71,6.0,,,,13106081003008,4.225352112676056,,1.408450704225352,0.03,,0.01
45,,9.0,0.5,54,27.0,,,,13106071001025,,,16.666666666666668,,,0.09
64,1.0,,0.045454545454545456,66,3.0,1.0,,,13106041001016,1.5151515151515151,1.5151515151515151,,0.01,0.01,
415,6.0,7.0,0.12866817155756208,443,57.0,15.0,,,13106061002042,1.3544018058690745,3.386004514672686,1.580135440180587,0.06,0.15,0.07
41,,,0.0,41,0.0,,,,13106041002002,,,,,,
134,11.0,2.0,0.14093959731543623,149,21.0,2.0,,,13106081003019,7.382550335570469,1.342281879194631,1.342281879194631,0.11,0.02,0.02
65,,,0.11594202898550725,69,8.0,4.0,,,13106061002041,,5.797101449275362,,,0.04,
62,1.0,,0.10606060606060606,66,7.0,3.0,,,13106061002040,1.5151515151515151,4.545454545454546,,0.01,0.03,
56,,,0.0,56,0.0,,,,13106061002039,,,,,,
57,1.0,6.0,0.3230769230769231,65,21.0,1.0,,,13106041001017,1.5384615384615385,1.5384615384615385,9.23076923076923,0.01,0.01,0.06
38,,,0.0,38,0.0,,,,13106041002001,,,,,,
56,1.0,1.0,0.1016949152542373,59,6.0,1.0,,,13106041001018,1.694915254237288,1.694915254237288,1.694915254237288,0.01,0.01,0.01
49,,,0.0,49,0.0,,,,13106071001003,,,,,,
52,3.0,,0.05454545454545454,55,3.0,,,,13106041001019,5.454545454545454,,,0.03,,
37,8.0,1.0,0.38,50,19.0,4.0,,,13106041001020,16.0,8.0,2.0,0.08,0.04,0.01
42,3.0,6.0,0.4117647058823529,51,21.0,,,,13106041001021,5.882352941176471,,11.764705882352942,0.03,,0.06
683,76.0,15.0,0.18908629441624367,788,149.0,14.0,,,13106141001001,9.644670050761421,1.7766497461928934,1.9035532994923858,0.76,0.14,0.15
106,9.0,2.0,0.1440677966101695,118,17.0,1.0,,,13106071001008,7.627118644067797,0.847457627118644,1.694915254237288,0.09,0.01,0.02
89,11.0,,0.2169811320754717,106,23.0,6.0,,,13106061001027,10.377358490566039,5.660377358490566,,0.11,0.06,
57,,3.0,0.15,60,9.0,,,,13106041001022,,,5.0,,,0.03
62,2.0,2.0,0.12121212121212122,66,8.0,,,,13106081003009,3.0303030303030303,,3.0303030303030303,0.02,,0.02
39,1.0,,0.3877551020408163,49,19.0,9.0,,,13106061001028,2.0408163265306123,18.367346938775512,,0.01,0.09,
55,2.0,5.0,0.27419354838709675,62,17.0,,,,13106071001026,3.225806451612903,,8.064516129032258,0.02,,0.05
29,2.0,1.0,0.21212121212121213,33,7.0,1.0,,,13106081003020,6.0606060606060606,3.0303030303030303,3.0303030303030303,0.02,0.01,0.01
67,,2.0,0.08695652173913043,69,6.0,,,,13106061001029,,,2.898550724637681,,,0.02
25,,1.0,0.11538461538461539,26,3.0,,,,13106071001015,,,3.8461538461538463,,,0.01
34,,,0.0,34,0.0,,,,13106061002043,,,,,,
37,9.0,,0.2708333333333333,48,13.0,2.0,,,13106041001023,18.75,4.166666666666667,,0.09,0.02,
43,1.0,,0.022727272727272728,44,1.0,,,,13106071001007,2.272727272727273,,,0.01,,
767,22.0,14.0,0.20070011668611434,857,172.0,54.0,,,13106021001005,2.5670945157526255,6.301050175029172,1.633605600933489,0.22,0.54,0.14
29,2.0,,0.18181818181818182,33,6.0,2.0,,,13106071001004,6.0606060606060606,6.0606060606060606,,0.02,0.02,
47,6.0,,0.14814814814814814,54,8.0,1.0,,,13106081003034,11.11111111111111,1.8518518518518519,,0.06,0.01,
91,3.0,3.0,0.14285714285714285,98,14.0,1.0,,,13106061001026,3.061224489795918,1.0204081632653061,3.061224489795918,0.03,0.01,0.03
2689,292.0,155.0,0.40699017908723284,3462,1409.0,326.0,,,13106121002002,8.434430964760255,9.416522241478914,4.477180820335066,2.92,3.2600000000000002,1.55
152,1.0,6.0,0.11949685534591195,159,19.0,,,,13106111004001,0.6289308176100629,,3.7735849056603774,0.01,,0.06
139,2.0,12.0,0.28205128205128205,156,44.0,3.0,,,13106111004002,1.2820512820512822,1.9230769230769231,7.6923076923076925,0.02,0.03,0.12
132,4.0,1.0,0.35185185185185186,162,57.0,25.0,,,13106111004003,2.4691358024691357,15.432098765432098,0.6172839506172839,0.04,0.25,0.01
131,17.0,17.0,0.44047619047619047,168,74.0,3.0,,,13106111003004,10.119047619047619,1.7857142857142858,10.119047619047619,0.17,0.03,0.17
142,6.0,4.0,0.17834394904458598,157,28.0,5.0,,,13106111004004,3.821656050955414,3.1847133757961785,2.5477707006369426,0.06,0.05,0.04
110,,16.0,0.44274809160305345,131,58.0,5.0,,,13106111004005,,3.816793893129771,12.213740458015268,,0.05,0.16
113,2.0,1.0,0.05982905982905983,117,7.0,1.0,,,13106111003003,1.7094017094017093,0.8547008547008547,0.8547008547008547,0.02,0.01,0.01
154,5.0,,0.031446540880503145,159,5.0,,,,13106111003002,3.1446540880503147,,,0.05,,
145,1.0,6.0,0.125,152,19.0,,,,13106111003001,0.6578947368421053,,3.9473684210526314,0.01,,0.06
74,1.0,1.0,0.05263157894736842,76,4.0,,,,13106111001006,1.3157894736842106,,1.3157894736842106,0.01,,0.01
56,,2.0,0.10344827586206896,58,6.0,,,,13106111001005,,,3.4482758620689653,,,0.02
67,,,0.0,67,0.0,,,,13106111001004,,,,,,
141,6.0,5.0,0.1503267973856209,153,23.0,1.0,,,13106111004010,3.9215686274509802,0.6535947712418301,3.2679738562091503,0.06,0.01,0.05
106,13.0,14.0,0.6387096774193548,155,99.0,22.0,,,13106111004009,8.387096774193548,14.193548387096774,9.03225806451613,0.13,0.22,0.14
66,1.0,,0.014925373134328358,67,1.0,,,,13106111001003,1.492537313432836,,,0.01,,
156,,8.0,0.14634146341463414,164,24.0,,,,13106111004008,,,4.878048780487805,,,0.08
111,19.0,6.0,0.34507042253521125,142,49.0,6.0,,,13106111003005,13.380281690140846,4.225352112676056,4.225352112676056,0.19,0.06,0.06
41,,,0.0,41,0.0,,,,13106111001002,,,,,,
137,9.0,8.0,0.27044025157232704,159,43.0,5.0,,,13106111004007,5.660377358490566,3.1446540880503147,5.031446540880503,0.09,0.05,0.08
115,4.0,9.0,0.2692307692307692,130,35.0,2.0,,,13106111004006,3.076923076923077,1.5384615384615385,6.923076923076923,0.04,0.02,0.09
38,1.0,,0.20930232558139536,43,9.0,4.0,,,13106111003007,2.3255813953488373,9.30232558139535,,0.01,0.04,
178,2.0,,0.05434782608695652,184,10.0,4.0,,,13106111003008,1.0869565217391304,2.1739130434782608,,0.02,0.04,
101,1.0,11.0,0.3157894736842105,114,36.0,1.0,,,13106111003009,0.8771929824561403,0.8771929824561403,9.649122807017545,0.01,0.01,0.11
50,1.0,1.0,0.21428571428571427,56,12.0,4.0,,,13106111003006,1.7857142857142858,7.142857142857143,1.7857142857142858,0.01,0.04,0.01
70,,2.0,0.1095890410958904,73,8.0,1.0,,,13106111001007,,1.36986301369863,2.73972602739726,,0.01,0.02
50,1.0,,0.057692307692307696,52,3.0,1.0,,,13106111001008,1.9230769230769231,1.9230769230769231,,0.01,0.01,
60,,,0.0,60,0.0,,,,13106111001010,,,,,,
130,7.0,12.0,0.3223684210526316,152,49.0,3.0,,,13106111004011,4.605263157894737,1.9736842105263157,7.894736842105263,0.07,0.03,0.12
148,3.0,2.0,0.08387096774193549,155,13.0,2.0,,,13106111004014,1.935483870967742,1.2903225806451613,1.2903225806451613,0.03,0.02,0.02
105,3.0,1.0,0.2184873949579832,119,26.0,10.0,,,13106111003013,2.5210084033613445,8.403361344537815,0.8403361344537815,0.03,0.1,0.01
74,3.0,1.0,0.21428571428571427,84,18.0,6.0,,,13106111004021,3.5714285714285716,7.142857142857143,1.1904761904761905,0.03,0.06,0.01
128,,20.0,0.5696969696969697,165,94.0,17.0,,,13106111004017,,10.303030303030303,12.121212121212121,,0.17,0.2
132,4.0,9.0,0.33974358974358976,156,53.0,11.0,,,13106111004018,2.5641025641025643,7.051282051282051,5.769230769230769,0.04,0.11,0.09
198,4.0,7.0,0.15492957746478872,213,33.0,4.0,,,13106111004020,1.8779342723004695,1.8779342723004695,3.2863849765258215,0.04,0.04,0.07
50,1.0,,0.09433962264150944,53,5.0,2.0,,,13106111001009,1.8867924528301887,3.7735849056603774,,0.01,0.02,
81,1.0,10.0,0.33695652173913043,92,31.0,,,,13106111003010,1.0869565217391304,,10.869565217391305,0.01,,0.1
73,,,0.0,73,0.0,,,,13106111001019,,,,,,
516,38.0,31.0,0.27980132450331124,604,169.0,19.0,,,13106131001009,6.291390728476821,3.1456953642384105,5.132450331125828,0.38,0.19,0.31
47,,,0.12,50,6.0,3.0,,,13106111001018,,6.0,,,0.03,
104,4.0,8.0,0.2857142857142857,119,34.0,3.0,,,13106131004001,3.361344537815126,2.5210084033613445,6.722689075630252,0.04,0.03,0.08
101,,,0.0,101,0.0,,,,13106131004002,,,,,,
17,,,0.1111111111111111,18,2.0,1.0,,,13106131004003,,5.555555555555555,,,0.01,
15,1.0,,0.17647058823529413,17,3.0,1.0,,,13106131004004,5.882352941176471,5.882352941176471,,0.01,0.01,
32,,,0.0,32,0.0,,,,13106131004500,,,,,,
3339,18.0,230.0,0.21725944306589468,3627,788.0,40.0,,,13106011001008,0.49627791563275436,1.1028398125172318,6.341328921974084,0.18,0.4,2.3000000000000003
15,,,0.0,15,0.0,,,,13106131004007,,,,,,
61,1.0,1.0,0.06349206349206349,63,4.0,,,,13106131004008,1.5873015873015872,,1.5873015873015872,0.01,,0.01
52,,1.0,0.05660377358490566,53,3.0,,,,13106111001017,,,1.8867924528301887,,,0.01
72,6.0,,0.125,80,10.0,2.0,,,13106131004009,7.5,2.5,,0.06,0.02,
47,,,0.041666666666666664,48,2.0,1.0,,,13106111001016,,2.0833333333333335,,,0.01,
294,7.0,17.0,0.2324159021406728,327,76.0,9.0,,,13106111004012,2.140672782874618,2.7522935779816513,5.198776758409786,0.07,0.09,0.17
45,,5.0,0.3,50,15.0,,,,13106111003014,,,10.0,,,0.05
112,5.0,7.0,0.3053435114503817,131,40.0,7.0,,,13106111004013,3.816793893129771,5.343511450381679,5.343511450381679,0.05,0.07,0.07
116,,10.0,0.265625,128,34.0,2.0,,,13106111004015,,1.5625,7.8125,,0.02,0.1
162,5.0,48.0,0.7227272727272728,220,159.0,5.0,,,13106111004016,2.272727272727273,2.272727272727273,21.818181818181817,0.05,0.05,0.48
112,,2.0,0.08620689655172414,116,10.0,2.0,,,13106111003015,,1.7241379310344827,1.7241379310344827,,0.02,0.02
127,5.0,7.0,0.2827586206896552,145,41.0,5.0,1.0,,13106111004019,3.4722222222222223,3.4722222222222223,4.861111111111111,0.05,0.05,0.07
349,,16.0,0.13150684931506848,365,48.0,,,,13106131001001,,,4.383561643835616,,,0.16
193,,1.0,0.075,200,15.0,6.0,,,13106111003016,,3.0,0.5,,0.06,0.01
510,3.0,7.0,0.1323529411764706,544,72.0,24.0,,,13106131002008,0.5514705882352942,4.411764705882353,1.286764705882353,0.03,0.24,0.07
23,,,0.16,25,4.0,2.0,,,13106131001003,,8.0,,,0.02,
84,,1.0,0.14444444444444443,90,13.0,5.0,,,13106111003017,,5.555555555555555,1.1111111111111112,,0.05,0.01
28,,1.0,0.10344827586206896,29,3.0,,,,13106131001007,,,3.4482758620689653,,,0.01
137,,4.0,0.125,144,18.0,3.0,,,13106111002006,,2.0833333333333335,2.7777777777777777,,0.03,0.04
23,,,0.08333333333333333,24,2.0,1.0,,,13106131001004,,4.166666666666667,,,0.01,
140,4.0,2.0,0.3793103448275862,174,66.0,28.0,,,13106101005003,2.2988505747126435,16.091954022988507,1.1494252873563218,0.04,0.28,0.02
45,2.0,7.0,0.42592592592592593,54,23.0,,,,13106111002005,3.7037037037037037,,12.962962962962964,0.02,,0.07
190,,,0.0,190,0.0,,,,13106131002007,,,,,,
31,,4.0,0.3888888888888889,36,14.0,1.0,,,13106111002002,,2.7777777777777777,11.11111111111111,,0.01,0.04
92,,,0.06315789473684211,95,6.0,3.0,,,13106131001006,,3.1578947368421053,,,0.03,
131,3.0,3.0,0.11510791366906475,139,16.0,2.0,,,13106111003020,2.158273381294964,1.4388489208633093,2.158273381294964,0.03,0.02,0.03
78,1.0,1.0,0.0975609756097561,82,8.0,2.0,,,13106131001005,1.2195121951219512,2.4390243902439024,1.2195121951219512,0.01,0.02,0.01
152,,9.0,0.21212121212121213,165,35.0,4.0,,,13106101005002,,2.4242424242424243,5.454545454545454,,0.04,0.09
47,,,0.22641509433962265,53,12.0,6.0,,,13106131002006,,11.320754716981131,,,0.06,
201,2.0,9.0,0.18807339449541285,218,41.0,6.0,,,13106131002005,0.9174311926605505,2.7522935779816513,4.128440366972477,0.02,0.06,0.09
172,,4.0,0.21052631578947367,190,40.0,14.0,,,13106111003019,,7.368421052631579,2.1052631578947367,,0.14,0.04
31,1.0,,0.09090909090909091,33,3.0,1.0,,,13106111002004,3.0303030303030303,3.0303030303030303,,0.01,0.01,
31,,,0.0625,32,2.0,1.0,,,13106111002003,,3.125,,,0.01,
144,4.0,13.0,0.32934131736526945,167,55.0,6.0,,,13106101005001,2.395209580838323,3.592814371257485,7.7844311377245505,0.04,0.06,0.13
84,,,0.06896551724137931,87,6.0,3.0,,,13106111003018,,3.4482758620689653,,,0.03,
164,6.0,5.0,0.15168539325842698,178,27.0,3.0,,,13106131002004,3.3707865168539324,1.6853932584269662,2.808988764044944,0.06,0.03,0.05
129,4.0,6.0,0.29333333333333333,150,44.0,11.0,,,13106111002007,2.6666666666666665,7.333333333333333,4.0,0.04,0.11,0.06
119,,26.0,0.5675675675675675,148,84.0,3.0,,,13106101002014,,2.027027027027027,17.56756756756757,,0.03,0.26
176,2.0,2.0,0.15706806282722513,191,30.0,11.0,,,13106131002003,1.0471204188481675,5.7591623036649215,1.0471204188481675,0.02,0.11,0.02
137,1.0,21.0,0.4506172839506173,162,73.0,2.0,1.0,,13106101005005,0.6211180124223602,1.2422360248447204,13.043478260869565,0.01,0.02,0.21
48,2.0,,0.41935483870967744,62,26.0,12.0,,,13106111003021,3.225806451612903,19.35483870967742,,0.02,0.12,
375,13.0,34.0,0.42548596112311016,463,197.0,41.0,,,13106101002007,2.8077753779697625,8.855291576673865,7.34341252699784,0.13,0.41000000000000003,0.34
125,4.0,15.0,0.3741496598639456,147,55.0,3.0,,,13106111003022,2.7210884353741496,2.0408163265306123,10.204081632653061,0.04,0.03,0.15
124,4.0,8.0,0.475,160,76.0,24.0,,,13106101005006,2.5,15.0,5.0,0.04,0.24,0.08
99,,2.0,0.11538461538461539,104,12.0,3.0,,,13106111002010,,2.8846153846153846,1.9230769230769231,,0.03,0.02
83,4.0,,0.06818181818181818,88,6.0,1.0,,,13106111003023,4.545454545454546,1.1363636363636365,,0.04,0.01,
